"","Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"2640","DRG48","OUT035",2351.84448242188
"2641","DRN37","OUT046",2689.7822265625
"2642","NCY41","OUT018",370.191162109375
"2643","FDN28","OUT045",1761.33935546875
"2644","FDE34","OUT045",2817.2412109375
"2645","FDR10","OUT045",2743.61059570312
"2646","FDC32","OUT017",1585.05004882812
"2647","DRG13","OUT046",2743.61059570312
"2648","FDP59","OUT049",1630.11560058594
"2649","NCT53","OUT010",350.806976318359
"2650","FDL57","OUT027",5692.517578125
"2651","FDN32","OUT010",584.679016113281
"2652","FDK09","OUT018",3414.05712890625
"2653","FDA52","OUT010",328.601928710938
"2654","FDC57","OUT049",3138.21459960938
"2655","FDI09","OUT035",3681.63916015625
"2656","NCB07","OUT046",2956.94189453125
"2657","FDP26","OUT035",1744.82421875
"2658","FDP40","OUT027",2970.33081054688
"2659","FDL15","OUT013",2415.24145507812
"2660","FDV07","OUT046",1900.75793457031
"2661","FDS03","OUT017",1120.01501464844
"2662","FDE50","OUT049",3164.03979492188
"2663","FDQ15","OUT017",1187.06726074219
"2664","FDQ33","OUT010",324.709991455078
"2665","FDT22","OUT013",854.508911132812
"2666","DRO35","OUT035",1938.54187011719
"2667","FDJ41","OUT049",4383.005859375
"2668","FDQ27","OUT035",1770.6494140625
"2669","FDC26","OUT017",1913.58666992188
"2670","NCF43","OUT027",3725.24682617188
"2671","NCR50","OUT035",2563.0947265625
"2672","FDE39","OUT018",1706.69995117188
"2673","FDN49","OUT027",1123.31518554688
"2674","DRG11","OUT035",1744.82421875
"2675","NCA18","OUT049",1889.92565917969
"2676","FDM36","OUT018",2496.11254882812
"2677","FDW32","OUT017",1379.46508789062
"2678","NCQ18","OUT010",280.713623046875
"2679","FDX14","OUT027",1847.95239257812
"2680","FDD46","OUT017",2509.2666015625
"2681","FDI34","OUT019",659.773010253906
"2682","NCJ17","OUT035",1394.68603515625
"2683","FDB52","OUT035",3838.212890625
"2684","FDV55","OUT018",2004.02697753906
"2685","FDC57","OUT046",3088.57250976562
"2686","FDB29","OUT046",1874.70471191406
"2687","NCO43","OUT035",1620.97180175781
"2688","FDG44","OUT045",907.333435058594
"2689","FDJ34","OUT045",2039.296875
"2690","FDH40","OUT049",1371.02514648438
"2691","NCD07","OUT027",2898.55004882812
"2692","FDB41","OUT017",797.853332519531
"2693","FDH47","OUT018",1447.78747558594
"2694","DRK37","OUT035",3153.27978515625
"2695","FDM25","OUT019",408.383575439453
"2696","NCX06","OUT045",3215.17236328125
"2697","NCS05","OUT017",2103.13403320312
"2698","FDS39","OUT045",2328.18334960938
"2699","FDC47","OUT027",5722.19091796875
"2700","FDG20","OUT013",2610.9365234375
"2701","DRL23","OUT017",1769.77941894531
"2702","FDY33","OUT013",2360.54321289062
"2703","NCH18","OUT045",4002.34521484375
"2704","FDX47","OUT035",2578.31567382812
"2705","NCB06","OUT045",2470.38452148438
"2706","FDP36","OUT049",783.950744628906
"2707","FDW44","OUT018",2581.64599609375
"2708","NCU41","OUT018",2722.158203125
"2709","NCS17","OUT046",1527.05224609375
"2710","FDD46","OUT035",2509.2666015625
"2711","FDE45","OUT017",2814.35791015625
"2712","FDI09","OUT017",3641.29736328125
"2713","NCJ54","OUT010",561.914794921875
"2714","NCA29","OUT018",2581.64599609375
"2715","NCN41","OUT027",3398.51196289062
"2716","FDY34","OUT035",2782.49243164062
"2717","NCG55","OUT035",1924.19091796875
"2718","DRM49","OUT046",746.911010742188
"2719","NCB42","OUT049",1930.10192871094
"2720","FDE58","OUT045",1900.52990722656
"2721","DRJ25","OUT013",703.014770507812
"2722","FDS47","OUT010",291.588806152344
"2723","FDY21","OUT049",2968.38745117188
"2724","NCI54","OUT013",1814.359375
"2725","FDO24","OUT017",2509.2666015625
"2726","FDY43","OUT035",2698.22216796875
"2727","FDF35","OUT018",1551.826171875
"2728","NCP29","OUT019",290.3232421875
"2729","FDN28","OUT027",2843.1298828125
"2730","FDJ50","OUT018",608.451599121094
"2731","FDQ14","OUT027",4079.50561523438
"2732","FDC37","OUT035",1769.77941894531
"2733","FDN08","OUT046",1889.92565917969
"2734","FDD04","OUT035",2336.62353515625
"2735","FDW34","OUT018",3495.44677734375
"2736","FDP04","OUT017",1129.7734375
"2737","NCG07","OUT017",3127.45458984375
"2738","NCN14","OUT018",2992.1826171875
"2739","FDJ16","OUT045",925.6865234375
"2740","NCM42","OUT045",1761.33935546875
"2741","NCF19","OUT046",783.950744628906
"2742","FDY21","OUT018",2909.61206054688
"2743","FDY19","OUT035",1924.19091796875
"2744","FDV09","OUT045",2554.65478515625
"2745","FDA28","OUT013",1954.41088867188
"2746","FDC38","OUT018",1809.29467773438
"2747","FDL28","OUT045",3976.52001953125
"2748","NCH43","OUT049",3483.88256835938
"2749","NCN53","OUT045",736.61474609375
"2750","NCW05","OUT017",1729.60314941406
"2751","NCO30","OUT018",2863.90869140625
"2752","FDT04","OUT019",54.624340057373
"2753","FDB27","OUT018",2835.03442382812
"2754","NCK07","OUT013",2634.63916015625
"2755","NCA53","OUT013",712.773132324219
"2756","FDB33","OUT018",2256.45922851562
"2757","FDU37","OUT017",1202.28820800781
"2758","FDR13","OUT035",1953.76281738281
"2759","FDE45","OUT049",2790.69677734375
"2760","FDV37","OUT017",3060.38500976562
"2761","FDX44","OUT019",332.706787109375
"2762","NCL06","OUT017",3973.86987304688
"2763","FDJ28","OUT045",3129.61889648438
"2764","FDX55","OUT049",3497.53466796875
"2765","NCK17","OUT018",582.87353515625
"2766","FDH52","OUT035",1008.61187744141
"2767","FDN13","OUT027",2828.77880859375
"2768","FDK44","OUT018",2505.99633789062
"2769","FDU16","OUT046",1355.80407714844
"2770","FDZ07","OUT017",976.537902832031
"2771","NCN06","OUT027",4576.74560546875
"2772","FDH02","OUT010",301.347198486328
"2773","NCW18","OUT045",3814.5517578125
"2774","FDH57","OUT013",1969.63195800781
"2775","FDV35","OUT045",2470.38452148438
"2776","NCU29","OUT013",2218.34228515625
"2777","NCP02","OUT046",921.093933105469
"2778","FDN44","OUT013",2444.8134765625
"2779","FDX03","OUT018",542.10888671875
"2780","FDR11","OUT010",324.709991455078
"2781","FDA36","OUT046",3179.70385742188
"2782","FDP58","OUT027",5444.93798828125
"2783","FDH31","OUT045",1552.03161621094
"2784","FDH34","OUT035",3153.27978515625
"2785","FDS13","OUT035",3800.56640625
"2786","FDT01","OUT018",3150.66162109375
"2787","FDY09","OUT049",2789.82690429688
"2788","FDV33","OUT027",5692.517578125
"2789","NCW29","OUT010",314.659362792969
"2790","NCN17","OUT045",1761.33935546875
"2791","FDX01","OUT046",1930.10192871094
"2792","FDL03","OUT049",3164.03979492188
"2793","DRL59","OUT049",917.091857910156
"2794","DRM11","OUT027",6421.8759765625
"2795","FDA43","OUT049",3153.435546875
"2796","FDZ56","OUT010",405.505218505859
"2797","FDI44","OUT018",1012.58209228516
"2798","FDB50","OUT013",1107.44970703125
"2799","FDU15","OUT019",50.0317497253418
"2800","NCJ19","OUT019",163.670715332031
"2801","FDD48","OUT013",1820.26062011719
"2802","NCW42","OUT035",3596.24609375
"2803","FDL24","OUT017",2828.70874023438
"2804","NCB30","OUT013",2901.798828125
"2805","FDK25","OUT013",2579.94091796875
"2806","FDW28","OUT049",3071.14526367188
"2807","FDD47","OUT017",2764.24267578125
"2808","FDK16","OUT019",356.168365478516
"2809","FDW37","OUT046",1561.38903808594
"2810","FDA48","OUT035",3565.50366210938
"2811","FDA14","OUT017",2296.447265625
"2812","FDV15","OUT013",1649.98559570312
"2813","FDN22","OUT049",3760.119140625
"2814","NCD55","OUT045",756.66943359375
"2815","FDY43","OUT013",2564.71997070312
"2816","NCU05","OUT017",1202.28820800781
"2817","FDF10","OUT035",2267.57421875
"2818","FDR39","OUT018",2992.1826171875
"2819","FDG40","OUT013",606.980285644531
"2820","FDZ28","OUT019",368.615783691406
"2821","FDE02","OUT045",1576.60998535156
"2822","FDU60","OUT049",2703.43432617188
"2823","FDM21","OUT013",3860.24877929688
"2824","FDV52","OUT019",463.061370849609
"2825","NCW06","OUT013",3004.556640625
"2826","FDX36","OUT035",3869.4326171875
"2827","FDT35","OUT027",4576.74560546875
"2828","NCL19","OUT010",373.991455078125
"2829","NCD31","OUT046",2758.83154296875
"2830","FDE53","OUT019",339.034393310547
"2831","FDW58","OUT019",353.385375976562
"2832","DRF48","OUT046",3129.61889648438
"2833","FDW57","OUT035",2759.65966796875
"2834","DRH13","OUT017",1785.00036621094
"2835","FDT33","OUT013",2648.990234375
"2836","DRK47","OUT027",5852.939453125
"2837","FDY22","OUT010",304.942230224609
"2838","FDC35","OUT019",665.30419921875
"2839","FDO03","OUT013",3835.55200195312
"2840","FDF24","OUT045",1173.16467285156
"2841","FDF56","OUT018",2608.88647460938
"2842","FDD28","OUT013",854.508911132812
"2843","FDG53","OUT027",3454.21850585938
"2844","FDO27","OUT019",321.831634521484
"2845","NCF54","OUT018",2506.716796875
"2846","FDC20","OUT027",1513.37097167969
"2847","FDU10","OUT046",698.685974121094
"2848","DRA24","OUT018",2538.34301757812
"2849","FDA02","OUT010",359.640472412109
"2850","FDG10","OUT017",959.105895996094
"2851","FDW39","OUT010",397.651153564453
"2852","FDP04","OUT019",300.081634521484
"2853","NCM55","OUT013",2978.7314453125
"2854","FDG47","OUT045",4084.89819335938
"2855","NCU41","OUT017",3138.05883789062
"2856","NCK31","OUT017",851.130065917969
"2857","FDZ46","OUT045",1790.93432617188
"2858","FDU13","OUT027",3425.34545898438
"2859","NCF19","OUT045",783.950744628906
"2860","NCJ43","OUT013",2695.20654296875
"2861","NCJ05","OUT045",2525.08276367188
"2862","FDS04","OUT027",3398.51196289062
"2863","FDX28","OUT010",342.92138671875
"2864","FDB41","OUT027",1365.87890625
"2865","FDG53","OUT046",2313.83251953125
"2866","FDL15","OUT010",324.709991455078
"2867","FDQ08","OUT049",999.301879882812
"2868","DRN36","OUT013",1451.28210449219
"2869","FDI46","OUT013",3833.3525390625
"2870","FDG16","OUT027",5444.93798828125
"2871","FDV32","OUT013",918.365905761719
"2872","FDF44","OUT010",288.834136962891
"2873","FDK04","OUT018",720.884338378906
"2874","NCA41","OUT013",3004.556640625
"2875","FDD51","OUT017",770.572021484375
"2876","NCZ53","OUT045",3129.61889648438
"2877","FDP01","OUT027",4079.50561523438
"2878","FDY25","OUT049",2871.939453125
"2879","FDB17","OUT018",2581.64599609375
"2880","NCV54","OUT018",1706.69995117188
"2881","FDJ32","OUT017",1120.01501464844
"2882","FDA37","OUT049",2039.296875
"2883","FDG35","OUT035",2744.85522460938
"2884","NCM05","OUT018",3904.0595703125
"2885","FDG45","OUT046",3488.93872070312
"2886","FDH28","OUT013",632.101013183594
"2887","NCE18","OUT049",4051.9873046875
"2888","FDH38","OUT045",1930.10192871094
"2889","FDR56","OUT013",2808.90405273438
"2890","FDH17","OUT027",2640.0751953125
"2891","FDD39","OUT049",3468.66162109375
"2892","FDB41","OUT049",774.192321777344
"2893","NCR53","OUT046",3845.771484375
"2894","FDX46","OUT017",949.347473144531
"2895","FDV28","OUT049",692.508850097656
"2896","FDA08","OUT018",2475.72119140625
"2897","FDH45","OUT017",770.572021484375
"2898","NCS38","OUT010",383.279724121094
"2899","FDD40","OUT010",584.679016113281
"2900","DRM59","OUT035",2578.31567382812
"2901","NCJ43","OUT018",2522.0732421875
"2902","NCN29","OUT013",712.773132324219
"2903","NCC19","OUT045",3036.72412109375
"2904","FDR56","OUT035",3045.1640625
"2905","FDZ43","OUT049",4026.162109375
"2906","FDJ32","OUT010",142.394668579102
"2907","DRH03","OUT017",1594.80847167969
"2908","NCZ54","OUT035",2698.22216796875
"2909","FDE26","OUT017",2282.79516601562
"2910","FDS03","OUT045",1096.35400390625
"2911","DRZ24","OUT019",368.615783691406
"2912","FDO48","OUT027",5575.6865234375
"2913","FDW39","OUT049",2805.0478515625
"2914","NCK05","OUT049",999.301879882812
"2915","NCK30","OUT017",3824.54443359375
"2916","FDT27","OUT018",3395.39135742188
"2917","FDS08","OUT019",408.383575439453
"2918","NCJ19","OUT049",925.6865234375
"2919","FDC58","OUT045",756.66943359375
"2920","DRE37","OUT013",2926.8828125
"2921","FDW02","OUT035",2103.13403320312
"2922","FDJ02","OUT010",359.640472412109
"2923","FDX09","OUT045",2764.87158203125
"2924","FDT31","OUT010",584.679016113281
"2925","FDI24","OUT049",2735.99853515625
"2926","FDY09","OUT045",2789.82690429688
"2927","FDV28","OUT045",682.75048828125
"2928","DRM47","OUT049",3179.26098632812
"2929","FDT52","OUT019",548.01806640625
"2930","FDI48","OUT018",702.531311035156
"2931","FDY55","OUT017",3791.82495117188
"2932","FDU48","OUT013",1914.23474121094
"2933","FDN25","OUT045",925.6865234375
"2934","FDP20","OUT049",2049.90112304688
"2935","FDJ15","OUT013",3019.77758789062
"2936","FDD04","OUT018",1809.29467773438
"2937","FDY58","OUT045",4002.34521484375
"2938","FDR37","OUT018",2920.587890625
"2939","FDF44","OUT013",1929.45568847656
"2940","FDD32","OUT045",1351.21154785156
"2941","FDR57","OUT017",2578.31567382812
"2942","DRG39","OUT027",1499.01989746094
"2943","FDX15","OUT017",2494.04565429688
"2944","DRN37","OUT045",2689.7822265625
"2945","FDW40","OUT027",3725.24682617188
"2946","FDB32","OUT049",1571.1474609375
"2947","FDM40","OUT018",2044.35302734375
"2948","FDE39","OUT027",3412.86303710938
"2949","DRH49","OUT017",1389.22351074219
"2950","FDT46","OUT049",783.950744628906
"2951","NCF06","OUT035",4026.00610351562
"2952","FDP07","OUT017",3045.1640625
"2953","FDC04","OUT013",3735.54638671875
"2954","FDZ32","OUT017",1770.6494140625
"2955","FDD50","OUT045",2674.56127929688
"2956","FDU56","OUT017",3188.14404296875
"2957","FDV34","OUT017",1167.06628417969
"2958","NCY41","OUT013",611.572875976562
"2959","NCK18","OUT046",2758.83154296875
"2960","DRH25","OUT049",827.469055175781
"2961","FDT57","OUT046",3814.5517578125
"2962","FDV56","OUT018",1501.80749511719
"2963","FDV12","OUT045",1527.05224609375
"2964","FDN52","OUT017",1394.68603515625
"2965","FDX38","OUT035",793.2607421875
"2966","FDE47","OUT018",1848.50085449219
"2967","NCO07","OUT013",3379.09741210938
"2968","FDV09","OUT027",4093.85668945312
"2969","FDZ23","OUT019",571.565856933594
"2970","DRH51","OUT018",1204.97998046875
"2971","NCY54","OUT045",2735.99853515625
"2972","DRG49","OUT013",3809.72680664062
"2973","NCC19","OUT049",3086.3662109375
"2974","NCV53","OUT045",4002.34521484375
"2975","FDZ47","OUT019",353.385375976562
"2976","NCO26","OUT018",1513.40930175781
"2977","NCP02","OUT045",984.950866699219
"2978","NCW30","OUT018",3601.58569335938
"2979","NCN55","OUT046",3788.7265625
"2980","FDB20","OUT010",268.074035644531
"2981","DRL11","OUT013",2430.46264648438
"2982","DRD60","OUT045",3507.21435546875
"2983","FDW14","OUT010",301.347198486328
"2984","FDL27","OUT010",258.963653564453
"2985","FDU09","OUT018",720.884338378906
"2986","DRH36","OUT027",1681.04406738281
"2987","FDP34","OUT027",4050.63256835938
"2988","FDE04","OUT017",2813.48779296875
"2989","FDZ57","OUT027",3412.86303710938
"2990","FDF02","OUT010",272.091156005859
"2991","FDG28","OUT045",4002.34521484375
"2992","NCI31","OUT046",692.508850097656
"2993","FDT43","OUT013",756.29150390625
"2994","FDU20","OUT046",2064.25219726562
"2995","FDD53","OUT013",685.491821289062
"2996","FDW15","OUT045",2272.7861328125
"2997","NCT53","OUT045",2744.48046875
"2998","NCG55","OUT027",2955.97973632812
"2999","FDD48","OUT035",1953.76281738281
"3000","FDG47","OUT049",3779.25561523438
"3001","FDI21","OUT017",1120.01501464844
"3002","FDT27","OUT017",3843.17846679688
"3003","DRO35","OUT013",1805.03967285156
"3004","FDD33","OUT017",3897.87670898438
"3005","FDC04","OUT035",3838.212890625
"3006","FDY34","OUT013",2648.990234375
"3007","DRJ49","OUT049",2079.47314453125
"3008","FDE05","OUT049",2328.18334960938
"3009","FDU31","OUT017",3512.599609375
"3010","NCN19","OUT027",5089.42822265625
"3011","FDK56","OUT027",5022.3583984375
"3012","FDK58","OUT017",1770.6494140625
"3013","NCJ42","OUT035",1769.77941894531
"3014","FDZ34","OUT027",4971.0927734375
"3015","FDA52","OUT018",2506.85229492188
"3016","NCR29","OUT013",854.508911132812
"3017","FDT48","OUT035",3512.599609375
"3018","DRJ51","OUT019",585.4423828125
"3019","NCS54","OUT046",2805.0478515625
"3020","FDV01","OUT035",2494.04565429688
"3021","DRG51","OUT027",4619.9697265625
"3022","NCG42","OUT013",1940.05993652344
"3023","FDA51","OUT049",1889.92565917969
"3024","FDV19","OUT010",353.582977294922
"3025","NCT18","OUT045",3189.34716796875
"3026","NCS41","OUT045",3153.87866210938
"3027","FDO03","OUT046",4002.34521484375
"3028","FDL12","OUT010",142.394668579102
"3029","FDY37","OUT010",359.640472412109
"3030","FDI58","OUT049",1576.60998535156
"3031","FDT28","OUT018",2019.248046875
"3032","NCC42","OUT010",330.611206054688
"3033","FDO01","OUT017",2012.08654785156
"3034","FDJ02","OUT013",2203.12109375
"3035","FDQ04","OUT018",596.086853027344
"3036","DRL47","OUT013",1940.05993652344
"3037","FDZ32","OUT035",1770.6494140625
"3038","FDC35","OUT035",3485.84326171875
"3039","FDX14","OUT045",1133.64685058594
"3040","FDZ35","OUT013",1690.16186523438
"3041","FDL14","OUT013",2444.8134765625
"3042","FDO04","OUT049",935.444885253906
"3043","DRK11","OUT017",2578.31567382812
"3044","FDB44","OUT018",3165.88256835938
"3045","FDZ50","OUT049",3125.00561523438
"3046","FDI12","OUT027",2454.47583007812
"3047","FDU43","OUT017",3772.04565429688
"3048","FDD58","OUT010",280.713623046875
"3049","FDB27","OUT017",3127.45458984375
"3050","FDB04","OUT018",1166.22290039062
"3051","NCO17","OUT013",1820.26062011719
"3052","FDL12","OUT017",949.347473144531
"3053","DRJ13","OUT049",2514.478515625
"3054","FDD57","OUT045",1536.81066894531
"3055","FDW19","OUT035",1910.06787109375
"3056","DRD27","OUT018",1259.0673828125
"3057","FDH27","OUT027",3454.21850585938
"3058","NCW30","OUT027",6421.8759765625
"3059","FDR40","OUT018",969.3681640625
"3060","FDG05","OUT013",2375.76440429688
"3061","NCY41","OUT019",54.624340057373
"3062","FDI38","OUT018",3165.88256835938
"3063","FDR20","OUT046",756.66943359375
"3064","FDE09","OUT017",1854.771484375
"3065","FDN50","OUT019",351.575775146484
"3066","DRF27","OUT045",2554.65478515625
"3067","DRF51","OUT013",611.572875976562
"3068","NCO02","OUT019",282.914672851562
"3069","FDB51","OUT027",1734.92858886719
"3070","FDJ50","OUT013",845.914245605469
"3071","FDN52","OUT013",1299.84753417969
"3072","FDX14","OUT013",1107.44970703125
"3073","FDT27","OUT019",658.140563964844
"3074","FDV10","OUT013",675.733459472656
"3075","FDU33","OUT046",746.911010742188
"3076","FDU58","OUT046",3129.61889648438
"3077","NCP42","OUT027",5089.42822265625
"3078","FDL51","OUT027",5575.6865234375
"3079","DRH15","OUT027",1123.31518554688
"3080","FDU16","OUT017",1379.46508789062
"3081","FDW15","OUT017",2296.447265625
"3082","FDQ44","OUT045",2064.25219726562
"3083","NCI06","OUT027",4590.8984375
"3084","DRK23","OUT019",569.931945800781
"3085","FDC28","OUT035",1814.59521484375
"3086","NCY17","OUT019",110.22624206543
"3087","NCV05","OUT018",2331.2529296875
"3088","FDM34","OUT019",368.615783691406
"3089","DRD60","OUT027",5388.19921875
"3090","FDT38","OUT046",1355.80407714844
"3091","FDQ57","OUT018",2104.78149414062
"3092","FDE59","OUT027",969.692321777344
"3093","NCM43","OUT046",2743.61059570312
"3094","DRI51","OUT049",2775.47583007812
"3095","NCG30","OUT017",2047.73693847656
"3096","NCK54","OUT035",1953.76281738281
"3097","FDQ16","OUT019",313.209167480469
"3098","FDI36","OUT013",2993.95239257812
"3099","FDX16","OUT027",3454.21850585938
"3100","FDA34","OUT046",2934.86499023438
"3101","FDJ48","OUT018",3424.26440429688
"3102","FDU47","OUT035",2062.9580078125
"3103","FDS39","OUT046",2328.18334960938
"3104","FDD11","OUT046",4132.162109375
"3105","FDM16","OUT027",1775.08935546875
"3106","FDU56","OUT018",2946.4130859375
"3107","FDQ32","OUT017",2073.56225585938
"3108","DRK35","OUT013",632.101013183594
"3109","FDA58","OUT049",3717.64208984375
"3110","DRG48","OUT019",453.773101806641
"3111","FDT59","OUT010",733.411987304688
"3112","FDQ31","OUT019",332.706787109375
"3113","FDS51","OUT018",946.667541503906
"3114","FDW32","OUT027",2215.28955078125
"3115","FDI15","OUT027",6929.390625
"3116","NCV30","OUT017",1013.20446777344
"3117","DRG25","OUT049",3179.26098632812
"3118","FDT02","OUT013",621.331237792969
"3119","FDO33","OUT027",2955.97973632812
"3120","FDP38","OUT035",807.611694335938
"3121","FDZ45","OUT035",3009.47583007812
"3122","NCA54","OUT027",4605.24951171875
"3123","FDU33","OUT017",770.572021484375
"3124","FDN58","OUT017",3772.04565429688
"3125","FDI05","OUT045",1152.34985351562
"3126","FDM57","OUT019",332.706787109375
"3127","NCS42","OUT027",2454.47583007812
"3128","FDB57","OUT045",3598.41040039062
"3129","FDC03","OUT045",3074.92065429688
"3130","FDZ58","OUT013",1940.05993652344
"3131","NCK29","OUT045",2039.296875
"3132","NCR53","OUT045",3845.771484375
"3133","FDE26","OUT027",3425.34545898438
"3134","FDU52","OUT049",2514.478515625
"3135","FDE41","OUT027",2215.28955078125
"3136","FDU38","OUT018",2924.8330078125
"3137","FDA52","OUT017",2744.43872070312
"3138","FDW46","OUT046",1096.35400390625
"3139","DRI59","OUT035",4026.00610351562
"3140","FDT38","OUT035",1379.46508789062
"3141","FDL33","OUT018",2924.8330078125
"3142","FDQ01","OUT027",5722.19091796875
"3143","FDJ08","OUT046",3036.72412109375
"3144","FDQ47","OUT049",682.75048828125
"3145","NCZ18","OUT013",3731.47729492188
"3146","FDE29","OUT017",1013.20446777344
"3147","FDF10","OUT027",3425.34545898438
"3148","FDC48","OUT049",1380.78344726562
"3149","FDY58","OUT013",3835.55200195312
"3150","NCX30","OUT010",757.483154296875
"3151","FDV11","OUT013",2626.15747070312
"3152","FDT46","OUT046",783.950744628906
"3153","DRD01","OUT019",153.912322998047
"3154","FDQ11","OUT013",3754.81079101562
"3155","NCM41","OUT017",1594.80847167969
"3156","NCC55","OUT013",611.572875976562
"3157","FDG45","OUT027",5444.93798828125
"3158","NCQ54","OUT049",2743.61059570312
"3159","FDM34","OUT045",2024.07592773438
"3160","FDD17","OUT019",678.766479492188
"3161","FDN38","OUT027",5722.19091796875
"3162","FDB53","OUT018",2045.20886230469
"3163","NCL06","OUT035",3916.18286132812
"3164","NCV18","OUT019",362.766387939453
"3165","FDX25","OUT013",3105.3310546875
"3166","FDB39","OUT046",921.093933105469
"3167","FDC33","OUT049",3153.435546875
"3168","NCO14","OUT018",597.224487304688
"3169","FDA58","OUT027",5722.19091796875
"3170","NCQ02","OUT017",3153.27978515625
"3171","NCR53","OUT017",3741.30297851562
"3172","FDN52","OUT046",1371.02514648438
"3173","FDG26","OUT046",3814.5517578125
"3174","FDE23","OUT027",1276.41650390625
"3175","DRI37","OUT013",881.699340820312
"3176","DRH37","OUT018",2505.85766601562
"3177","FDO01","OUT035",2012.08654785156
"3178","FDK45","OUT049",1930.10192871094
"3179","FDP23","OUT049",3538.58081054688
"3180","FDM33","OUT035",3340.80517578125
"3181","FDD36","OUT017",1953.76281738281
"3182","FDL56","OUT017",1379.46508789062
"3183","FDT27","OUT010",636.245422363281
"3184","FDG52","OUT017",770.572021484375
"3185","NCL42","OUT035",3838.212890625
"3186","DRJ24","OUT046",3036.72412109375
"3187","FDV38","OUT046",907.333435058594
"3188","FDT35","OUT045",2674.56127929688
"3189","FDY51","OUT045",3370.5615234375
"3190","FDC37","OUT017",1769.77941894531
"3191","NCP43","OUT013",2746.87719726562
"3192","FDO33","OUT045",1874.70471191406
"3193","FDW04","OUT018",1770.53771972656
"3194","NCC31","OUT046",2554.65478515625
"3195","FDK22","OUT049",3538.58081054688
"3196","FDJ50","OUT017",940.752807617188
"3197","FDV13","OUT017",1389.22351074219
"3198","DRL60","OUT017",2578.31567382812
"3199","FDW03","OUT017",1785.00036621094
"3200","FDY27","OUT035",2828.70874023438
"3201","FDB39","OUT027",1499.01989746094
"3202","FDU59","OUT045",2485.60546875
"3203","FDZ57","OUT049",2079.47314453125
"3204","FDO21","OUT049",4051.9873046875
"3205","FDS43","OUT018",2846.64428710938
"3206","FDU28","OUT010",491.784240722656
"3207","FDC51","OUT010",329.010345458984
"3208","FDW16","OUT010",315.050384521484
"3209","FDP32","OUT010",288.834136962891
"3210","FDB60","OUT019",664.460632324219
"3211","NCQ30","OUT046",2079.47314453125
"3212","FDD26","OUT049",3125.00561523438
"3213","FDI44","OUT045",1163.40625
"3214","DRH23","OUT046",925.6865234375
"3215","FDO44","OUT046",1860.58166503906
"3216","FDG04","OUT046",3129.61889648438
"3217","FDM32","OUT027",2468.82690429688
"3218","FDM09","OUT013",2579.94091796875
"3219","FDZ47","OUT013",1455.87475585938
"3220","FDM40","OUT027",3425.34545898438
"3221","FDY48","OUT017",1769.77941894531
"3222","NCM30","OUT045",746.911010742188
"3223","FDX36","OUT010",601.611083984375
"3224","DRF03","OUT017",722.346984863281
"3225","FDN51","OUT049",3939.92114257812
"3226","FDM57","OUT049",1371.02514648438
"3227","FDB35","OUT049",1581.19299316406
"3228","FDY13","OUT027",1862.30334472656
"3229","FDA37","OUT017",2062.9580078125
"3230","NCX53","OUT017",2336.62353515625
"3231","FDD59","OUT018",995.826721191406
"3232","FDX10","OUT019",54.624340057373
"3233","FDC03","OUT018",2698.404296875
"3234","FDW43","OUT035",3838.212890625
"3235","FDW10","OUT046",2652.14526367188
"3236","FDY14","OUT027",6791.82080078125
"3237","FDV43","OUT045",746.911010742188
"3238","FDO40","OUT013",2429.59252929688
"3239","FDP46","OUT027",2454.47583007812
"3240","NCE43","OUT019",430.588623046875
"3241","FDD05","OUT035",2087.9130859375
"3242","FDJ60","OUT010",350.806976318359
"3243","DRE27","OUT018",1425.78588867188
"3244","FDO11","OUT035",4026.00610351562
"3245","DRG11","OUT027",2828.77880859375
"3246","FDK33","OUT010",612.279113769531
"3247","DRM23","OUT045",2674.56127929688
"3248","FDJ02","OUT027",3468.5693359375
"3249","NCZ05","OUT045",1721.16320800781
"3250","NCL30","OUT013",1940.05993652344
"3251","FDZ19","OUT018",2624.10766601562
"3252","FDM45","OUT049",2039.296875
"3253","FDO36","OUT046",2789.82690429688
"3254","NCK31","OUT045",783.950744628906
"3255","DRJ37","OUT045",2514.478515625
"3256","FDP24","OUT018",1841.78015136719
"3257","FDF46","OUT013",1780.08447265625
"3258","FDX46","OUT019",153.912322998047
"3259","NCL18","OUT045",3021.5029296875
"3260","FDJ26","OUT013",3207.30297851562
"3261","FDJ07","OUT045",1930.10192871094
"3262","FDY15","OUT013",2360.54321289062
"3263","DRG01","OUT045",1132.53637695312
"3264","FDF58","OUT045",1106.11242675781
"3265","FDZ14","OUT019",368.615783691406
"3266","FDP31","OUT049",1020.52746582031
"3267","FDH45","OUT013",675.733459472656
"3268","FDA09","OUT010",328.601928710938
"3269","FDW31","OUT035",3369.76025390625
"3270","FDA57","OUT046",742.318420410156
"3271","NCE55","OUT035",2759.65966796875
"3272","FDC17","OUT019",722.120361328125
"3273","FDC59","OUT013",1029.75939941406
"3274","FDA22","OUT013",2584.52392578125
"3275","FDK52","OUT035",3783.5146484375
"3276","NCM26","OUT046",2539.43383789062
"3277","NCT53","OUT035",2768.14135742188
"3278","FDW45","OUT018",2075.20947265625
"3279","NCI18","OUT035",3622.07153320312
"3280","FDE38","OUT018",2475.72119140625
"3281","FDF08","OUT019",332.706787109375
